id,gvkey,conm,year,cdp_target_reference,cdp_targetscope,cdp_targetscope_percent,cdp_targetamount,cdp_baseyear,cdp_baseyearemission,cdp_targetyear,cdp_sbt,cdp_targetdetail,cdp_timeprogress,cdp_targetprogress,cdp_startyear,cdp_targetstatus,cdp_targetduration,cdp_targettype,cdp_targetintensityunit,dupcase
14678,008264,PG&E CORP,2022,Abs 2,Scope 1; Scope 3,28,60,2015,14808211,2030,"Yes, we consider this a science-based target, and the target is currently being reviewed by the Science Based Targets initiative","To comply with California's RPS requirements, PG&E must deliver renewable energy to our customers at a gradually increasing rate. Eligible renewable resources include photovoltaic, solar thermal, wind facilities, geothermal facilities, hydroelectric facilities with a capacity rating of 30 MW or less, biomass and biogas, selected municipal solid waste facilities, ocean thermal, tidal current, and wave energy generation technologies.",0,130,2021,New,9,absolute,,0
14678,008264,PG&E CORP,2021,Abs 1,Scope 1+2 (market-based),38,10,2016,1540000,2022,"No, but we anticipate setting one in the next 2 years","In 2020, PG&E continued to track progress towards the company's five-year greenhouse gas emission reduction goal for its operations (including natural gas transmission and distribution, vehicle fleet, and PG&E facilities). PG&E's voluntary goal entails a 10% reduction from a 2016 baseline by 2022. As part of this goal, PG&E launched a Million Ton Challenge, a five-year strategy to avoid one million metric tons of cumulative greenhouse gas emissions from 2018-2022.",50,93,2018,Underway,4,absolute,,0
14678,008264,PG&E CORP,2011,SF6,Scope 1,,72,1998,249297,2007,,"PG&E’s voluntary goal was to reduce absolute emissions of SF6 by 60% by 2007 compared to a baseline year of 1998. We accomplished this and continue to reduce our SF6 emissions, which in 2010 were 69,066 metric tons CO2e, representing over a 72% reduction in absolute SF6 emissions since 1998.
PG&E achieved these reductions in partnership with the U.S. EPA by implementing SF6 tracking, early detection measures for circuit breakers and an active breaker replacement program. We have begun planning for even tighter controls and tracking measures to continue to enhance our successful program, since ARB’s proposed “Regulation for Reducing Sulfur Hexafluoride Emissions from Gas Insulated Switchgear (GIS)” would require that the maximum annual SF6 emission rate for PG&E’s GIS decline from 10% in 2011 to 1% in 2020 and each calendar year thereafter. Since 1998, we have reduced our annual SF6 emissions rate by over 85 percent, which will facilitate our compliance with this new regulation when it comes into effect.",100,100,,,,absolute,,0
14678,008264,PG&E CORP,2016,Int1,Scope 1,1,90,2011,6,2020,Yes,"California requires owners of gas insulated switchgear devices to continually reduce the SF6 emission rates of their equipment by 1% per year from 2011 to 2020, achieving a 1% emission rate in 2020 and beyond. PG&amp;E is on track to meet this goal with a 1.1% emission rate in 2015.",50,99,,,,intensity,Other: Pounds SF6 per average system nameplate capacity of gas insulated switchgear devices (pounds),0
14678,008264,PG&E CORP,2016,Abs2,Scope 1+2 (market-based)+3 (downstream),,,1990,,2020,Yes,"PG&amp;E's target is to comply with the Global Warming Solutions Act of 2006 (AB 32), which mandates the reduction of California’s GHG emissions to the 1990 level of 431 million metric tons of CO2e by 2020. Under AB 32, PG&amp;E and other ""covered entities"" that emit significant amounts of GHG emissions in California are included in a Cap-and-Trade program for GHG emissions. The regulation became effective on January 1, 2012, and the program began implementation on January 1, 2013. The Cap-and-Trade program is one of many measures being implemented under AB 32 to meet the 2020 GHG emission reduction goal. PG&amp;E is also working with its regulators, stakeholders, and other businesses to encourage more focus on other aspects of AB 32 such as ensuring reductions are cost effective and facilitating the development of regional, national, and international GHG reduction programs. More than 70% of PG&amp;E's total Scope 1, 2, and 3 emissions were covered by this target in 2015. However, PG&amp;E is prohibited from disclosing any non-public information concerning allowance auction participation, which could include expected emissions trends.",,,,,,absolute,,0
14678,008264,PG&E CORP,2015,Abs1,Scope 1+2,1,15,2009,29101,2014,,"PG&amp;E had a goal to reduce energy use by 15% in MMBTUs at PG&amp;E offices and service yards by 2014 from a 2009 baseline, which was equivalent to avoiding the emission of approximately 4,365 metric tons of CO2.",100,100,,,,absolute,,0
14678,008264,PG&E CORP,2011,WASTE,Scope 3: Waste generated in operations,,,2009,489,2014,,PG&E has a goal to increase our waste diversion rate to 70% at offices and service yards by 2014 from a 2009 baseline. Our estimate of a 2009 baseline for CO2e produced as a result of landfilling this waste was 489 MT CO2e.,20,25,,,,absolute,,0
14678,008264,PG&E CORP,2017,Abs1,Scope 1+2 (market-based),1,1,2015,30478,2016,"No, and we do not anticipate setting one in the next 2 years","PG&E had a goal to reduce energy use by 2.0% in (kBTU) per square foot at PG&E offices, service yards, critical facilities, conference centers, light industrial and specialized facilities in 2016 from a 2015 baseline, which was equivalent to avoiding the emission of approximately 250 metric tons of CO2. PG&E also has a five-year goal to achieve top decile performance relative to a benchmark of utility peers.",100,100,,,,absolute,,0
14783,001075,PINNACLE WEST CAPITAL CORP,2022,Abs 2,Scope 1; Scope 2,100,100,2005,16684055,2050,"No, and we do not anticipate setting one in the next 2 years","In January 2020, the Company set the boldest clean-energy goal of all Arizona electric companies, as well as one of the most ambitious in the country, to deliver 100% clean, carbon-free electricity by 2050. This goal includes a nearer-term 2030 target of 65% clean energy, with 45% of our generation portfolio coming from renewable energy. We also will cease reliance on coal-fired generation by 2031. The commitment is informed by consultations with Arizona universities and non-governmental organization experts. Their input is grounded in current, globally recognized climate science and provides a greater understanding of the impacts of our changing climate across the state. Our 2050 target is consistent with the Intergovernmental Panel on Climate Change's recommended timeframe for limiting global warming this century to 1.5°C above pre-industrial levels. We will continue to monitor climate science developments to stay aligned with new research and recommendations.",3,31,2020,Underway,30,absolute,,0
14783,001075,PINNACLE WEST CAPITAL CORP,2014,Abs1,Scope 1+2,1,16,2011,4125,2020,,,,,,,,absolute,,0
14783,001075,PINNACLE WEST CAPITAL CORP,2022,Abs 1,Scope 1; Scope 2,100,70,2005,16684055,2032,"No, and we do not anticipate setting one in the next 2 years","In January 2020, the Company set the boldest clean-energy goal of all Arizona electric companies, as well as one of the most ambitious in the country: to deliver 100% clean, carbon-free electricity by 2050. This goal includes a nearer-term 2030 target of 65% clean energy, with 45% of our generation portfolio coming from renewable energy. We also will cease reliance on coal-fired generation by 2031. The commitment is informed by consultations with Arizona universities and non-governmental organization experts. Their input is grounded in current, globally recognized climate science and provides a greater understanding of the impacts of our changing climate across the state. Our 2050 target is consistent with the Intergovernmental Panel on Climate Change's recommended timeframe for limiting global warming this century to 1.5°C above pre-industrial levels. We will continue to monitor climate science developments to stay aligned with new research and recommendations.The target year of 2032 considers the first two milestones of our Clean Energy Commitment: with a nearer-term 2030 target of achieving a resource mix that is 65% clean energy, with 45% of our generation portfolio coming from renewable energy and ceasing reliance on coal- fired generation. Our Integrated Resource Plan (IRP) includes an Action Plan that lays out the near-term actions we must take to progress rapidly to our 2030 interim target and ultimate 2050 goal. APS developed three portfolios for the 2020 IRP that meet both our reliability and clean energy needs over the Planning Period. This target aligns with Path 2 - Shift, which build on our bridge plan but also moves APS away from natural gas more quickly be excluding any new natural gas generation.",8,45,2020,Underway,12,absolute,,0
14783,001075,PINNACLE WEST CAPITAL CORP,2013,2,Scope 2,1,11,2008,22267,2014,,"Projected reductions in CO2 emissions from metered electricity use.  Emmissions in 2012 were 19,931 compared to base year 22,267, and overall reduction of 10.5%",66,90,,,,absolute,,0
14783,001075,PINNACLE WEST CAPITAL CORP,2015,Int1,Scope 1,100,28,2014,0,2029,,The CO2 intensity target is expected to decrease by 27.6%.,7,2,,,,intensity,metric tonnes CO2e per megawatt hour (MWh),0
14783,001075,PINNACLE WEST CAPITAL CORP,2015,Abs1,Scope 1,100,0,2014,13736311,2029,,CO2 emissions are projected to increase by 10%.,7,1,,,,absolute,,0
14783,001075,PINNACLE WEST CAPITAL CORP,2020,Int 1,Scope 1,100,48,2005,0,2032,"No, and we do not anticipate setting one in the next 2 years","APS recognizes that electric utilities face a unique challenge when it comes to reducing their greenhouse gas emissions. Transitioning to a decarbonized generation resource mix is a long and expensive undertaking. In 2019, the Company began to discuss and plan for setting a longer-term target beyond our initial 2032 carbon intensity target from the 2017 IRP. The primary driver of the Company's commitment is to take steps to provide a clean energy future for our customers. The Company has been on a trajectory of increasingly clean energy through solar power innovation, major investments in energy storage technology, carbon-free nuclear operations and advances in energy efficiency solutions. Now, the Company has set the boldest clean-energy goal of all Arizona electric companies, as well as one of the most ambitious in the country, to reach 100 percent clean, carbon-free electricity by 2050. This goal includes a nearer-term 2030 target of 65 percent clean energy, with 45 percent of our generation portfolio coming from renewable energy. We also will cease all coal-fired generation by 2031. The commitment is informed by consultations with Arizona universities and non-governmental organization experts. Their input is grounded in current, globally recognized climate science and provides a greater understanding of the impacts of our changing climate across the state. Our 2050 target is consistent with the Intergovernmental Panel on Climate Change's recommended time frame for limiting global warming this century to 1.5°C above pre-industrial levels. We will continue to monitor climate science developments to stay aligned with new research and recommendations.",52,66,2005,Underway,27,intensity,"Other, please specify: metric tons per MWh",0
14783,001075,PINNACLE WEST CAPITAL CORP,2011,,Scope 1,98,10,2000,14259420,2010,,"The company has had a voluntary CO2 intensity reduction goal in our business plan since 2005. That goal was to reduce carbon intensity in APS-owned power plant emissions and purchased renewable energy by 10 percent in target year 2010, from a baseline year 2000.  As of 2010, our carbon intensity was reduced from 1,324 lbs/MWh in 2000 to1,187lbs/MWh in 2010, a 10.3 % reduction.",100,100,,,,intensity,metric tonnes CO2e per megawatt hour (MWh),0
14783,001075,PINNACLE WEST CAPITAL CORP,2018, Int 1, Scope 1,100,52,2005,16554064,2032," No, but we anticipate setting one in the next 2 years","APS recognizes that electric utilities face a unique challenge when it comes to reducing their GHG emissions. For more than a century the majority of electrical energy has been generated with carbon-based fuels. Transitioning to a decarbonized generation resource mix is a long and expensive undertaking. However, APS has been moving toward a lower carbon position for many years. For example, from 2006 through 2016 we added over one gigawatt of solar nameplate capacity to our system, becoming the only electric utility outside of California to achieve this milestone. And by the end of 2017 our system had over 1,600 megawatts of renewables of which approximately 1,300 megawatts came from solar resources.In line with projected population growth in Arizona, we anticipate customer growth of approximately 45 percent by 2032, representing up to an additional 549,000 customers. We expect renewable energy and energy efficiency to meet more than 50 percent of that growth, along with a planned reduction of coal generation from 21 percent in 2017 to 11 percent of the APS generation mix by 2032 .This will help us achieve our long-term goal to reduce our carbon-emission rate to less than 600 pounds per megawatt-hour (lb/MWh) by 2032.APS is currently assessing the possibility of establishing a science-based target that supports the 2°C climate change scenario.",44,24,2005, Underway,27,intensity, Metric tons CO2e per megawatt hour (MWh)*,0
14783,001075,PINNACLE WEST CAPITAL CORP,2013,1,Scope 1,1,25,2008,25888,2014,,"Reductions in CO2 emissions from our mobile fleet.  Emissions in 2012 were 19,504 compared to base year 25,888, an overall reduction of 24.6%",66,100,,,,absolute,,0
14783,001075,PINNACLE WEST CAPITAL CORP,2021,Abs 2,Scope 1+2 (market-based),100,100,2005,16557441,2050,"No, but we anticipate setting one in the next 2 years","In January 2020, the Company set the boldest clean-energy goal of all Arizona electric companies, as well as one of the most ambitious in the country, to reach 100 percent clean, carbon-free electricity by 2050. This goal includes a nearer-term 2030 target of 65 percent clean energy, with 45 percent of our generation portfolio coming from renewable energy. We also will cease reliance on coal-fired generation by 2031. The commitment is informed by consultations with Arizona universities and non-governmental organization experts. Their input is grounded in current, globally recognized climate science and provides a greater understanding of the impacts of our changing climate across the state. Our 2050 target is consistent with the Intergovernmental Panel on Climate Change's recommended timeframe for limiting global warming this century to 1.5°C above pre-industrial levels. We will continue to monitor climate science developments to stay aligned with new research and recommendations.",0,31,2020,Underway,30,absolute,,0
14783,001075,PINNACLE WEST CAPITAL CORP,2017,Abs1,Scope 1+2 (market-based),100,53,2014,2291716,2016,"No, and we do not anticipate setting one in the next 2 years","APS measure their overall carbon reduction—not just decreasing emissions from generation but also it's operations—using a carbon avoidance metric. This reflects actions taken throughout the company, including retiring coal units, installing renewable generation, energy efficiency incentives for customers, increasing building and operating efficiencies, and pursuing fleet electrification. APS's 2016 carbon-avoidance goal was 3.5 million metric tons and the base year was 2.3 million metric tons.",100,100,,,,absolute,,0
14783,001075,PINNACLE WEST CAPITAL CORP,2012,,,,,,,,,,,,,,,absolute,,0
14783,001075,PINNACLE WEST CAPITAL CORP,2016,Int1,Scope 1,99,6,2012,1166,2025,"No, but we anticipate setting one in the next 2 years","In 2015, the carbon intensity from our fossil generation was 1091 lbs/Mwh, which is a 6.4% reduction for our 2012 intensity value of 1,166 lbs./Mwh. 2012 has been set as the baseline year for our fossil carbon intensity target because it is the baseline year for carbon emission reductions associated with the Clean Power Plan.

APS saw a 6.4% reduction in the carbon intensity of our fossil generation fleet, which dropped to 1091 lbs. per MWh in 2015 from 1,166 lbs. per MWh in 2012.",28,6,,,,intensity,Other: lbs. per megawatt hour (MWh),0
14783,001075,PINNACLE WEST CAPITAL CORP,2019,Abs 1,Scope 1 +2 (market-based),100,32,2005,16557441,2020,"No, and we do not anticipate setting one in the next 2 years","APS recognizes that electric utilities face a unique challenge when it comes to reducing their GHG emissions. Transitioning to a decarbonized generation resource mix is a long and expensive undertaking. However, APS has been moving toward a lower carbon position for many years. To further our commitment to providing clean energy, we are adding nearly 1 gigawatt of clean energy projects by the summer of 2025. These projects include 850 megawatts (MW) of new solar storage with batteries and at least 100 MW of new solar generation.In line with projected population growth in Arizona, we anticipate customer growth of approximately 45 percent by 2032, representing up to an additional 549,000 customers. We expect renewable energy and energy efficiency to meet more than 50 percent of that growth, along with a planned reduction of coal generation from 21 percent in 2017 to 11 percent of the APS generation mix by 2032 .Our medium-term goal to reduce our total carbon emissions by 32% in 2020 from our baseline year of 2005. By the end of 2018 we have reduced our total carbon emissions by 28%, that means we  have achieved 88% of our goal. APS has been exploring and working with the SBT framework to set a target and has not aligned at this time with a scenario that best meets our growing load and still remaining clean, reliable, and affordable. We are in the process of engaging our stakeholders to review and discuss current and future resource plans. Through the Integrated Resource Planning process, we expect to file a preliminary update to our plan later in 2019 and an update to the entire plan in the first half of 2020. At that time, we will then once again evaluate the best scenario for a science-based target and if that aligns with our direction.",87,88,2005,Underway,15,absolute,,0
14783,001075,PINNACLE WEST CAPITAL CORP,2018, Abs 1, Scope 1 +2 (market-based),100,36,2014,13384150,2017," No, but we anticipate setting one in the next 2 years","To measure our overall carbon reduction—not just decreasing emissions from generation but also in our own operations—we use a carbon avoidance metric. This reflects actions taken throughout the company, including retiring coal units, installing renewable generation and energy efficiency, increasing our building and operating efficiencies and pursuing fleet electrification. Our 2017 carbon-avoidance goal was 4.9 million metric tons, the base year was a total of 13,834,150  million metric tons of CO2 from our owned generation, therefore a goal of 36% reduction.  We achieved 5.1 million metric tons of avoided carbon, 37% of our base year.",100,100,2015, Underway,2,absolute,,0
14783,001075,PINNACLE WEST CAPITAL CORP,2017,Int1,Scope 1,100,49,2012,1,2032,"No, but we anticipate setting one in the next 2 years","In line with projected population growth in Arizona, APS anticipate customer growth of approximately 45 percent by 2032, representing up to an additional 549,000 customers. APS expects renewable energy and energy efficiency to meet more than 50 percent of that growth. This will help them achieve their long-term goal to reduce their carbon-emission rate to less than 600 pounds per megawatt-hour (lb/MWh) by 2032.",25,52,,,,intensity,Metric tonnes CO2e per megawatt hour (MWh)*,0
14783,001075,PINNACLE WEST CAPITAL CORP,2011,,,,,,,,,,100,100,,,,absolute,,0
14783,001075,PINNACLE WEST CAPITAL CORP,2019,Int 1,Scope 1,100,48,2005,16557440,2032,"No, and we do not anticipate setting one in the next 2 years","APS recognizes that electric utilities face a unique challenge when it comes to reducing their GHG emissions. For more than a century the majority of electrical energy has been generated with carbon-based fuels. Transitioning to a decarbonized generation resource mix is a long and expensive undertaking. However, APS has been moving toward a lower carbon position for many years. For example, from 2006 through 2016 we added over one gigawatt of solar nameplate capacity to our system, becoming the only electric utility outside of California to achieve this milestone. And by the end of 2017 our system had over 1,600 megawatts of renewables of which approximately 1,300 megawatts came from solar resources.In line with projected population growth in Arizona, we anticipate customer growth of approximately 45 percent by 2032, representing up to an additional 549,000 customers. We expect renewable energy and energy efficiency to meet more than 50 percent of that growth, along with a planned reduction of coal generation from 21 percent in 2017 to 11 percent of the APS generation mix by 2032 .This will help us achieve our long-term goal to reduce our carbon-emission rate to less than 600 pounds per megawatt-hour (lb/MWh) by 2032.APS has been exploring and working with the SBT framework to set a target and has not aligned at this time with a scenario that best meets our growing load and still remaining clean, reliable, and affordable. We are in the process of engaging our stakeholders to review and discuss current and future resource plans. Through the Integrated Resource Planning process, we expect to file a preliminary update to our plan later in 2019 and an update to the entire plan in the first half of 2020. At that time, we will then once again evaluate the best scenario for a science-based target and if that aligns with our direction.",48,67,2005,Underway,27,intensity,Metric tons CO2e per megawatt hour (MWh)*,0
14783,001075,PINNACLE WEST CAPITAL CORP,2021,Abs 1,Scope 1+2 (market-based),100,70,2005,16557441,2032,"No, but we anticipate setting one in the next 2 years","In January 2020, the Company set the boldest clean-energy goal of all Arizona electric companies, as well as one of the most ambitious in the country, to reach 100 percent clean, carbon-free electricity by 2050. This goal includes a nearer-term 2030 target of 65 percent clean energy, with 45 percent of our generation portfolio coming from renewable energy. We also will cease reliance on coal-fired generation by 2031. The commitment is informed by consultations with Arizona universities and non-governmental organization experts. Their input is grounded in current, globally recognized climate science and provides a greater understanding of the impacts of our changing climate across the state. Our 2050 target is consistent with the Intergovernmental Panel on Climate Change's recommended timeframe for limiting global warming this century to 1.5°C above pre-industrial levels. We will continue to monitor climate science developments to stay aligned with new research and recommendations.The target year of 2032 takes into account our first two milestones of our Clean Energy Commitment, 65% clean by 2030 and ceasing reliance on coal- fired generation. Our Integrated Resource Plan (IRP) includes an Action Plan that lays out the near-term actions we must take to progress rapidly to our 2030 interim target and ultimate 2050 goal. APS developed three portfolios for the 2020 IRP that meet both our reliability and clean energy needs over the Planning Period. This target aligns with Path 2 - Shift, which build on our bridge plan but also moves APS away from natural gas more quickly be excluding any new natural gas generation.",0,45,2020,Replaced,12,absolute,,0
14783,001075,PINNACLE WEST CAPITAL CORP,2012,,,,,,,,,,,,,,,intensity,,0
14783,001075,PINNACLE WEST CAPITAL CORP,2020,Abs 1,Scope 1+2 (market-based),100,32,2005,16557441,2020,"No, and we do not anticipate setting one in the next 2 years","APS recognizes that electric utilities face a unique challenge when it comes to reducing their greenhouse gas emissions. Transitioning to a decarbonized generation resource mix is a long and expensive undertaking. In 2019, the Company began to discuss and plan for setting a longer-term target beyond our initial 2032 carbon intensity target from the 2017 IRP. The primary driver of the Company's commitment is to take steps to provide a clean energy future for our customers. The Company has been on a trajectory of increasingly clean energy through solar power innovation, major investments in energy storage technology, carbon-free nuclear operations and advances in energy efficiency solutions. Now, the Company has set the boldest clean-energy goal of all Arizona electric companies, as well as one of the most ambitious in the country, to reach 100 percent clean, carbon-free electricity by 2050. This goal includes a nearer-term 2030 target of 65 percent clean energy, with 45 percent of our generation portfolio coming from renewable energy. We also will cease all coal-fired generation by 2031. The commitment is informed by consultations with Arizona universities and non-governmental organization experts. Their input is grounded in current, globally recognized climate science and provides a greater understanding of the impacts of our changing climate across the state. Our 2050 target is consistent with the Intergovernmental Panel on Climate Change's recommended timeframe for limiting global warming this century to 1.5°C above pre-industrial levels. We will continue to monitor climate science developments to stay aligned with new research and recommendations.",50,82,2018,Underway,2,absolute,,0
14928,008455,PPL CORP,2021,Abs 2,"Other, please specify: Scope 1 + 2 (location and market-based)",100,80,2010,62577296,2050,"No, and we do not anticipate setting one in the next 2 years","PPL's 2050 goal was publicly announced in January 2018 and covers Scope 1 and Scope 2 CO2e emissions. In February 2020, PPL increased its carbon reduction goal and adopted a more aggressive timeline for achievement of the original goal – 80% reduction by 2050 and a 70% reduction by 2040. Through our efforts to economically transition our generation fleet, responsibly expand our unregulated renewable generation and reduce emissions elsewhere in our operations, we are on track to reduce our goal-related emissions by nearly 70% by 2035 and 80% by 2040. Regarding calculation of Scope 2 emissions, LG&E and KU's emissions are calculated using a hybrid of location based and market-based factors. LG&E and KU have access to location-based factors for power procured from specific contracted units. LG&E and KU also purchase a small amount of power in the wholesale market. Emissions associated with all electric and gas use in buildings across all operations (LG&E, KU, and PPL Electric) are calculated based on market-based factors.",0,74,2020,Underway,30,absolute,,0
14928,008455,PPL CORP,2020,Abs 1,"Other, please specify: Scope 1 + 2 (location and market-based)",100,70,2010,62577296,2050,"No, and we do not anticipate setting one in the next 2 years","Note that PPL's absolute reduction from 2010 baseline is 56.2%. PPL's 2050 goal was publicly announced in January 2018 and covers Scope 1 and Scope 2 CO2e emissions. In February 2020, PPL increased its carbon reduction goal and adopted a more aggressive timeline for achievement of the original goal – 80% reduction by 2050 and a 70% reduction by 2040. Regarding calculation of Scope 2 emissions, LGE and KU's emissions are calculated using a hybrid of location based and market-based factors. LGE and KU have access to location-based factors for power procured from specific contracted units. LGE and KU also purchase a small amount of power in the wholesale market. Emissions associated with all electric and gas use in buildings across all operations (LGE, KU, PPL EU and WPD) are calculated based on market-based factors.",6,80,2017,Underway,33,absolute,,0
14928,008455,PPL CORP,2022,Abs 1,Scope 1; Scope 2; Scope 3,100,70,2010,62577296,2035,"No, and we do not anticipate setting one in the next 2 years","PPL's original 2050 goal was publicly announced in January 2018 and revised in 2020. In August 2021, PPL set a new goal to achieve net-zero carbon emissions by 2050 and established new interim targets – 70% reduction by 2035 and 80% reduction by 2040 from a 2010 baselineRegarding calculation of Scope 2 emissions, LG&E and KU's emissions are calculated using a hybrid of location- based and market-based factors. LG&E and KU have access to location-based factors for power procured from specific contracted units. LG&E and KU also purchase a small amount of power in the wholesale market. Emissions associated with all electric and gas use in buildings across all operations (LG&E, KU, and PPL Electric) are calculated based on market-based factors.LG&E and KU Purchased Power for End-Use customers has been reclassified from Scope 2 to Scope 3 emissions and will remain part of PPL's 2050 goal.",0,82,2021,Revised,14,absolute,,0
14928,008455,PPL CORP,2021,Abs 1,"Other, please specify: Scope 1 + 2 (location and market-based)",100,70,2010,62577296,2040,"No, and we do not anticipate setting one in the next 2 years","PPL's 2050 goal was publicly announced in January 2018 and covers Scope 1 and Scope 2 CO2e emissions. In February 2020, PPL increased its carbon reduction goal and adopted a more aggressive timeline for achievement of the original goal – 80% reduction by 2050 and a 70% reduction by 2040. Through our efforts to economically transition our generation fleet, responsibly expand our unregulated renewable generation and reduce emissions elsewhere in our operations, we are on track to reduce our goal-related emissions by nearly 70% by 2035 and 80% by 2040. Regarding calculation of Scope 2 emissions, LG&E and KU's emissions are calculated using a hybrid of location based and market-based factors. LG&E and KU have access to location-based factors for power procured from specific contracted units. LG&E and KU also purchase a small amount of power in the wholesale market. Emissions associated with all electric and gas use in buildings across all operations (LG&E, KU, and PPL Electric) are calculated based on market-based factors.",13,84,2017,Underway,23,absolute,,0
14928,008455,PPL CORP,2022,Abs 3,Scope 1; Scope 2; Scope 3,100,100,2010,62677269,2050,"No, and we do not anticipate setting one in the next 2 years","PPL's original 2050 goal was publicly announced in January 2018 and revised in 2020. In August 2021, PPL set a new goal to achieve net-zero emissions by 2050 and established new interim targets – 70% reduction by 2035 and 80% reduction by 2040.Regarding calculation of Scope 2 emissions, LG&E and KU's emissions are calculated using a hybrid of location based and market-based factors. LG&E and KU have access to location-based factors for power procured from specific contracted units. LG&E and KU also purchase a small amount of power in the wholesale market. Emissions associated with all electric and gas use in buildings across all operations (LG&E, KU, and PPL Electric) are calculated based on market-based factors.LG&E and KU Purchased Power for End-Use customers has been reclassified from Scope 2 to Scope 3 emissions and will remain part of PPL's 2050 goal.",0,57,2021,Revised,29,absolute,,0
14928,008455,PPL CORP,2018, Abs 1," Other, please specify: Scope 1 + 2 (location and market based)",100,70,2010,62577296,2050," No, and we do not anticipate setting one in the next 2 years","PPL's 2050 goal was approved by the Board in late 2017 and publicly announced in January 2018.  As discussed in PPL's scenario-based climate assessment report released in November 2017, the Kentucky subsidiaries will likely economically retire the bulk of their coal-fired units by 2050, even absent future carbon regulation.  Emissions from generation account for the majority of PPL's overall carbon emissions.  PPL plans to achieve additional emissions reductions across its U.S. and U.K. business, with Pennsylvania and U.K. subsidiaries focused solely on delivering electricity.  Steps will include reducing greenhouse gas emissions at substations through monitoring and proactive equipment replacements; improving energy efficiency at company facilities; and transitioning to a cleaner fleet of trucks and vehicles.  Regarding calculation of Scope 2 emissions, LGE and KU's emissions are calculated using a hybrid of location based and market based factors.  LGE and KU have access to location-based factors for power procured from specific contracted units.  LGE and KU also purchase a small amount of power in the wholesale market.  Emissions associated with all electric and gas use in buildings across all operations (LGE, KU, PPL EU and WPD) are calculated based on market-based factors.",0,54,2017, New,33,absolute,,0
14928,008455,PPL CORP,2022,Abs 2,Scope 1; Scope 2; Scope 3,100,80,2010,62577296,2040,"No, and we do not anticipate setting one in the next 2 years","PPL's original 2050 goal was publicly announced in January 2018 and revised in 2020. In August 2021, PPL set a new goal to achieve net-zero carbon emissions by 2050 and established new interim targets – 70% reduction by 2035 and 80% reduction by 2040 from a 2010 baseline.Regarding calculation of Scope 2 emissions, LG&E and KU's emissions are calculated using a hybrid of location based and market-based factors. LG&E and KU have access to location-based factors for power procured from specific contracted units. LG&E and KU also purchase a small amount of power in the wholesale market. Emissions associated with all electric and gas use in buildings across all operations (LG&E, KU, and PPL Electric) are calculated based on market-based factors.LG&E and KU Purchased Power for End-Use customers has been reclassified from Scope 2 to Scope 3 emissions and will remain part of PPL's 2050 goal.",0,72,2021,Revised,19,absolute,,0
14928,008455,PPL CORP,2019,Abs 1,"Other, please specify: Scope 1 + 2 (location and market based)",100,70,2010,62577296,2050,"No, and we do not anticipate setting one in the next 2 years","PPL's 2050 goal was publicly announced in January 2018. As discussed in PPL's scenario-based climate assessment report released in November 2017, the Kentucky subsidiaries will likely economically retire the bulk of their coal-fired units by 2050, even absent future carbon regulation. Emissions from generation account for the majority of PPL's overall carbon emissions. PPL plans to achieve additional emissions reductions across its U.S. and U.K. business, with Pennsylvania and U.K. subsidiaries focused solely on reductions related to delivering electricity. Steps will include reducing greenhouse gas emissions at substations through monitoring and proactive equipment replacements; improving energy efficiency at company facilities; and transitioning to a cleaner fleet of trucks and vehicles.  In addition to these goal-related steps in 2018, PPL is deploying solar and storage projects at Safari Energy.  Regarding calculation of Scope 2 emissions, LGE and KU's emissions are calculated using a hybrid of location based and market-based factors. LGE and KU have access to location-based factors for power procured from specific contracted units. LGE and KU also purchase a small amount of power in the wholesale market. Emissions associated with all electric and gas use in buildings across all operations (LGE, KU, PPL EU and WPD) are calculated based on market-based factors.",3,52,2017,Underway,33,absolute,,0
16652,008272,SEMPRA ENERGY,2022,Int 1,Scope 1,100,20,2020,0,2021,"No, and we do not anticipate setting one in the next 2 years","The intensity goal above was established for our LNG-related operations. Each year we aim to operate our existing LNG infrastructure at a GHG emissions intensity 20% less than the 2020 baseline. This goal is through 2025. Cameron LNG, the primary LNG operating asset,  had its first full year of operations in 2021. As the LNG business gains operational history and continues to grow, we expect to establish new goals.",100,212,2020,Underway,1,intensity,"Other, please specify: Metric tons of CO2e per unit of LNG traded",0
16652,008272,SEMPRA ENERGY,2011,1,Scope 1,0,15,2007,56023,2012,,We established a goal to reduce fleet vehicle emissions at our California utilities 15 percent by 2012 compared to a 2007 baseline,66,64,,,,absolute,,0
